Code	alpha-Pinene 	alpha-Thujene	alpha-Phellandrene 	beta-Bisabolene 	beta-Myrcene 	beta-Ocimene	beta-Sitosterol	(-)-beta-Bourbonene 	(+)-2-Bornanone 	Camphene 	Caryophyllene 	Copaene 	Crotonic acid	Cyclosativene	D-Limonene 	endo-Borneol 	Estragole 	Eucalyptol	8,11,14-Eicosatrienoic acid	Fenchone 	Fenchyl acetate 	gamma-Muurolene 	gamma-Terpinene	Germacrene D 	Heptacosanoic acid	Hexadecanoic acid	7-Hexadecenoic acid	Humulene	D-Viridiflorol	Isoborneol 	Isovaleric acid 	Linalool 	n-Hexadecanoic acid 	o-Cymene 	Origanene 	Octadecanoic acid	9-Octadecenoic acid 	9,12-Octadecadienoic acid	9,12,15-Octadecatrienoic acid	1-Octen-3-ol 	Phytol 	p-Cymene 	p-Menth-8-en-1-ol	Stigmasterol 	Terpinen-4-ol 	Thymol 	Tridecanoic acid	Valeric acid	Vitamin E	Spec	Year
Valoff2-21	0.0	0.0	0.0	0.0	0.0	0.0	1.35096869727685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.199985333372093	0.0	0.0	0.0	0.0	0.0	91.4740116564999	0.0	0.51195623267684	0.0	0.0	0.0	0.0	0.0	1.14144885946631	0.0	4.34443223820518	0.0	0.0	0.0	0.0	0.0	0.241078210092387	0.0240216874685149	0.712097084941907	V. officinalis	2020
Valoff3-21	0.0	0.0	0.0	0.0	0.0	0.0	6.80003463937492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0652540755091	0.0	0.0	0.0	0.0	0.0	2.42662217771626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.2837395406072	0.0	0.0	19.5632089648999	0.0	0.0	8.81916571735323	0.0	16.7324447982807	0.0	0.0	0.0	0.0	0.0	2.19806928544807	0.0	5.11146080081068	V. officinalis	2020
Foevul1-21	11.5384828185277	0.0	2.97065255429423	0.0	1.26516164817092	0.0	0.0	0.0	1.40021771635736	0.0	0.0	0.0	0.0	0.0	2.83408879341705	0.0	67.3191840754455	0.0	0.0	3.6711210455918	0.0	0.0	3.03510987483384	0.0	0.0	0.0	0.456236107441778	0.0	0.0	0.0	0.0	0.0	0.0	4.69841304970268	0.0	0.0	0.0	0.321276863556578	0.0	0.0	0.484328986844344	0.0	0.0	0.00572646581618045	0.0	0.0	0.0	0.0	0.0	F. vulgare	2021
Foevul2-21	23.0044254980661	0.0	0.0	0.0	5.82692905549148	0.0	0.0	0.0	3.17094333020363	0.0	0.0	0.0	0.0	0.0	9.27032585352102	0.0	36.3883195711421	0.0	0.0	6.44529366343531	0.0	0.0853525211578926	5.25973463541534	0.0	0.0	0.0	1.40382671249106	0.0	0.0	0.0	0.0	0.0	0.00972250322794367	7.58191627802249	0.0	0.0	0.123516557378322	0.638457408985838	0.0	0.0	0.791236411461474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	F. vulgare	2021
Foevul3-21	32.268125985912	0.0	0.840283086810436	0.0	8.61547374915818	0.0	0.0	0.0	2.72515112217312	0.0	0.0	0.0	0.0	0.0	23.9784021722867	0.0	0.0135864025907034	0.0	0.0	1.16275529007273	0.0	0.0	15.9090451551121	0.0	0.0	0.0	0.663022516300901	0.0	0.0	0.0	0.0	0.0	0.0016135749912265	12.2238978448202	0.0	0.0	0.0301419854944161	0.694110390583278	0.0	0.0	0.874390723693947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	F. vulgare	2021
Orivul1-21	0.0	0.0	0.0	4.33922752014119	3.86065138399762	0.0	0.0	0.322538409710604	0.0	0.0	8.17936954845031	0.0354972759148696	0.0	0.0802160024758247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26908013293591	4.74078943295266	0.28875637262273	0.0	2.67835359615747	0.0	1.73932568080892	1.12943576075293	2.88194427711791	0.0	0.0	0.0	0.0	2.27599940636401	0.0	0.0	0.0	0.0	0.0	1.68799103305812	61.3561429604189	0.0405449787485993	0.0	2.88700014775557	1.20713607961583	0.0	0.0	0.0	O. vulgare	2021
Orivul2-21	0.0	0.0	0.0	0.0	3.0702078661369	0.0	0.0	0.419339329197068	0.0	0.0	10.4757725748294	0.24385356886304	0.0	0.276052389581232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.25860859096036	50.6194991858423	1.61294873825246	0.0	3.62360322303196	0.0	3.69177416377125	0.663739753031545	0.591018978929897	0.0	0.0	0.0	0.0	1.08248847885946	0.0	0.0	0.0	0.898351472877306	0.0	3.52158195956073	16.6838014557717	0.0	0.0	0.628489481572737	0.638868788930605	0.0	0.0	0.0	O. vulgare	2021
Orivul3-21	0.0	0.0	0.0	0.0	3.04072058082511	0.0	0.0	0.301121863328069	0.0	0.0	12.1594958799546	0.254085098859957	0.0	0.306757448244494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33881637269821	50.8425411633222	1.74440874014717	0.0	3.29500088819874	0.0	3.91008594012378	0.932035779513851	0.267520536996554	0.0	0.0	0.0	0.0	0.967674064248893	0.0	0.0	0.0	0.0	0.0	4.28907053842667	15.7124690626333	0.0	0.0	0.590064412868383	0.0214814238305291	0.0	0.0	0.0266502057794791	O. vulgare	2021
Thyvul1-21	0.0	0.404635274929236	0.0	0.0	0.0	0.126234634896758	0.0	0.0	0.541989325973599	0.0695618412181373	1.31929782475516	0.0	0.0	0.0	0.0	1.33716134793966	0.0	0.0752748244518692	0.0	0.0	0.0	0.0	7.83238296696065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.82730186754078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.74857974540104	1.98136569783853	16.3675297553765	0.0	0.0	0.188851717959549	65.0657234131903	1.11410976156823	0.0	0.0	T. vulgare	2021
Thyvul2-21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.48585560297601	0.0	0.0	0.0	0.0	0.0	0.0	3.4566381100456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.8731126021308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.3820082852462	0.0	0.0	0.0	0.0	0.0	35.8023853996014	0.0	0.0	T. vulgare	2021
Thyvul3-21	0.0	0.391633922976863	0.0	0.0	0.0680441554852341	0.190662722872355	0.0	0.0	0.0	0.0991295993655968	0.114421020119522	0.0	0.0	0.0	0.0	2.89181609069392	0.0	0.677825971077018	0.0	0.0	0.0	0.0	12.0200639687682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.89151428309782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.47028631185209	3.07445974142688	11.894887257877	0.0	0.0	0.384289774023409	63.6418243785045	1.18914080185962	0.0	0.0	T. vulgare	2021
Valoff1-21	0.0	0.0	0.0	0.0	0.0	0.0	0.437658870917986	0.0	0.0	0.0	0.0	0.0	1.05326373732762	0.0	0.0	0.0	0.0	0.0	0.0561776426313442	0.0	0.0	0.0	0.0	0.0	0.223328686681168	0.0	0.0	0.0	0.0	0.0	62.6658636566744	0.0	0.0	0.0	0.0	0.00551127791984537	0.0	0.0	5.72747771163612	0.0	11.9932154380486	0.0	0.0	0.0	0.0	0.0	5.44583352672933	11.4980701992116	0.893599252222008	V. officinalis	2021
Valoff2-21	0.0	0.0	0.0	0.0	0.0	0.0	0.202510121081296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.1493448813623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.639654107801712	0.0	0.0	0.0	0.0	0.0	0.603603390338231	0.0174114235309969	0.387476075885488	V. officinalis	2021
Valoff3-21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.7010180043079	0.0	61.7466223663488	0.0	0.0	0.0	0.0	0.0	15.3608962049926	10.1914634243508	0.0	V. officinalis	2021
